company_id,company_name,country,city,year_founded,funding_stage,total_funding_usd,funding_rounds,valuation_usd,revenue_2024,revenue_2025,revenue_growth_yoy,primary_domain,product_type,deployment,is_open_source,employee_count,engineers_pct,founders_count,avg_experience_years,monthly_active_users,customer_count,enterprise_pct,churn_rate_annual,net_revenue_retention,burn_rate_monthly,runway_months,gross_margin_pct,target_segment,market_size_billion,competitor_count
AI-0375,AIStack,United Kingdom,Oxford,2024,Series A,6989309.680785293,4,86198254.58743112,725504.8699775643,1178354.8189946166,0.6241859534741048,AI Agents,Platform,Cloud,False,43.0,83.45661826484591,2,4.0,8422,17,9.9,0.094,1.962,14984.855102901089,48.0,78.6,Enterprise,11.9,55
AI-0376,AIGrid,Netherlands,Eindhoven,2025,Series A,6843880.918741507,3,45949925.38530098,446997.92623296764,495228.7200468621,0.10789936817012738,Computer Vision,SaaS,Cloud,False,65.0,77.77586281583285,2,6.7,18317,89,16.1,0.126,1.849,19358.13563422149,48.0,91.7,Enterprise,51.6,56
AI-0377,ThetaAI,United Kingdom,Oxford,2025,Series A,5581404.637324069,2,50762859.968002625,1674421.3911972207,2634735.3206063863,0.573519864508262,NLP/LLM,SaaS,On-premise,True,89.0,35.56332741342514,2,16.6,267144,109,19.2,0.139,1.716,41146.23421382845,48.0,71.4,Both,114.5,105
AI-0378,AIGen,Germany,Stuttgart,2023,Series A,3821107.44872822,3,29977031.358130623,1146332.2346184659,1501185.1632375005,0.3095550468727249,NLP/LLM,Hybrid,Cloud,False,28.0,41.191530656211725,2,3.4,32355,82,28.4,0.038,1.892,28108.139727900707,48.0,65.6,Enterprise,167.7,55
AI-0379,AIEdge,United Kingdom,Edinburgh,2025,Series A,14458326.497883208,2,122117536.10266884,984890.8752649638,1534102.4270935555,0.5576369581867007,Data/MLOps,SaaS,On-premise,False,35.0,78.99573010297917,4,3.1,62427,36,50.9,0.052,2.02,18392.205370802065,48.0,74.2,Developer/Individual,41.6,61
AI-0380,AIMesh,United Kingdom,Manchester,2025,Series C,50864222.52777999,5,351909699.81534606,8657173.382055307,11359466.663975826,0.3121449880537063,Computer Vision,Platform,Cloud,False,269.0,51.584824678695654,3,5.2,575750,194,28.5,0.083,1.915,277600.83318533335,48.0,80.5,SMB,36.2,44
AI-0381,AIMesh,United States,Chicago,2017,Seed,1829370.1144076819,2,27914680.18827404,27097.036810088164,41579.16986356512,0.5344544923851339,AI Infrastructure,Platform,Cloud,False,5.0,61.102963074543254,2,6.6,333,1,10.7,0.02,1.977,15517.294634135154,48.0,78.5,Developer/Individual,114.7,67
AI-0382,AILink,United States,Los Angeles,2025,Series C,94892810.69010796,7,961701222.468399,24276239.632311784,29141487.048370518,0.20041190438666906,Speech/Audio,Hybrid,Cloud,False,952.0,48.59773086132136,3,4.8,1620321,537,54.9,0.038,2.353,504334.29945515114,48.0,75.3,Developer/Individual,51.1,48
AI-0383,AINest,United Kingdom,Edinburgh,2018,Bootstrapped,0.0,0,99161.94189710593,13297.405050256515,25824.91691317389,0.9421019977635194,NLP/LLM,SaaS,On-premise,False,25.0,15.0,3,8.1,900,1,49.2,0.272,1.572,14441.369306709526,,75.5,SMB,207.0,63
AI-0384,AIWare,Israel,Tel Aviv,2022,Seed,592185.3860026068,1,6891899.333960158,65110.425499192716,111835.06767390802,0.7176215147802196,AI Agents,API-first,Cloud,False,5.0,37.444811216848656,3,6.0,653,4,67.2,0.055,1.387,24172.33384172648,24.5,61.9,SMB,21.1,26
AI-0385,AISync,United Kingdom,Manchester,2025,Seed,1055785.7172974686,2,8319199.558352233,145815.8101174979,157898.89909955242,0.08286542434814177,Speech/Audio,Platform,Hybrid,False,6.0,59.99095961654163,1,4.7,5678,10,86.8,0.13,1.734,6446.920309664495,48.0,77.2,SMB,9.4,10
AI-0386,AIGrid,United States,Palo Alto,2025,Series A,8888137.41258733,3,114785174.47803485,537807.616410508,571165.4973939075,0.06202567603270499,Decision/MLOps,SaaS,Hybrid,False,74.0,54.29457145012389,3,9.3,28189,19,30.9,0.071,1.489,12922.403490134453,48.0,66.2,Developer/Individual,49.5,36
AI-0387,AIMesh,United States,Seattle,2025,Bootstrapped,0.0,1,24812.855767935485,13903.441882558496,28509.90363836597,1.0505644486586374,NLP/LLM,Platform,On-premise,False,2.0,50.41956068076999,2,3.4,1082,0,61.4,0.583,1.768,10703.16025484259,,71.2,Enterprise,156.3,20
AI-0388,AIGrid,United States,Boston,2019,Series C,188882938.5434726,7,2000000000.0,9985101.284601422,8559512.227444155,-0.14277161708472072,Computer Vision,API-first,Cloud,False,611.0,54.39291302022159,2,3.2,141138,468,22.6,0.205,1.778,213774.39485306846,48.0,72.5,SMB,78.8,47
AI-0389,AILink,Spain,Seville,2024,Series B,12949451.615532134,4,104293311.38383134,3884835.48465964,8787824.238634046,1.262084011880356,AI Infrastructure,SaaS,Cloud,False,196.0,36.88429348309755,3,3.2,89444,242,46.6,0.047,2.5,78111.85119258617,48.0,70.6,Both,96.6,24
AI-0390,AINest,Germany,Munich,2025,Series A,5594354.2517281845,3,23362823.38250322,377055.9975702594,438489.72718710115,0.1629299892130596,Computer Vision,API-first,On-premise,False,19.0,34.67058177715513,3,9.7,2953,12,9.3,0.15,1.918,14170.366901235653,48.0,77.9,Developer/Individual,71.0,14
AI-0391,AIGen,United States,New York,2021,Series A,11945616.28263275,3,128366306.96984912,246271.45344907488,410869.2059405127,0.6683590411564859,Speech/Audio,SaaS,Cloud,False,10.0,25.806384159657117,2,9.4,1671,10,41.6,0.084,1.42,9481.238336418106,48.0,68.8,SMB,46.6,18
AI-0392,AIWare,United States,Seattle,2025,Series C,116198863.11439008,5,1639450180.466925,8481040.91542895,15063685.514472093,0.7761599861012121,NLP/LLM,Hybrid,Edge,False,203.0,56.325707743393686,2,10.1,197305,204,64.3,0.049,1.658,401314.17090879305,48.0,67.4,Enterprise,105.6,27
AI-0393,AILink,South Korea,Daejeon,2025,Series B,31876994.63965585,5,141096083.2372669,9491458.906436656,13522902.364592738,0.4247443409803048,AI Agents,API-first,Cloud,False,736.0,69.68606287844398,3,4.3,228227,2605,84.1,0.078,2.229,246216.3074090688,48.0,71.8,SMB,29.1,70
AI-0394,AILink,United States,Palo Alto,2025,Series A,12566107.324422782,2,73339693.59353317,502838.37863607507,,0.5914768780992681,AI Infrastructure,SaaS,Cloud,False,66.0,68.50676296037926,1,5.7,4320,14,42.2,0.052,2.176,8916.898052527344,48.0,81.1,Both,77.1,58
AI-0395,AIEdge,China,Guangzhou,2015,Series B,22848957.60302804,3,280445035.6317456,5373348.755801148,7975017.77034621,0.4841801887019266,AI Infrastructure,SaaS,Cloud,False,173.0,71.26427091378429,3,4.5,466911,154,19.6,0.036,1.933,158959.64743784966,48.0,66.5,Enterprise,105.8,37
AI-0396,AIGrid,United States,Chicago,2022,Series A,1808941.8553118703,3,17725798.370089214,542682.5565935611,1078089.411917111,0.9865930806479555,NLP/LLM,Platform,Cloud,True,28.0,25.040325766650284,1,6.5,231130,12,65.1,0.07,1.855,41783.97483530876,32.3,91.3,SMB,112.5,8
AI-0397,AISync,Spain,Valencia,2025,Series A,4995340.454518923,3,29620204.420756992,683252.1878936065,751687.8615284638,0.10016166043439563,Speech/Audio,Hybrid,On-premise,False,18.0,48.04953763251439,2,10.5,3237,16,57.7,0.064,2.135,21147.296963766286,48.0,74.8,Enterprise,56.0,73
AI-0398,AIMesh,Netherlands,Utrecht,2025,Seed,2000000.0,1,13047004.479403675,300228.37028322276,579434.6076674978,0.929979525655366,NLP/LLM,SaaS,Hybrid,True,21.0,62.19520683675814,3,3.1,64201,36,46.3,0.05,2.451,12659.592338625467,48.0,64.6,Both,228.9,63
AI-0399,AIFlow,Canada,Vancouver,2025,Series A,6965695.423447504,3,27543613.84936476,885236.354458068,803159.557364,-0.09271738183901687,Computer Vision,SaaS,Cloud,False,33.0,55.484956634129354,2,6.4,73215,27,30.8,0.097,1.436,54428.56262298616,48.0,72.0,SMB,30.8,35
AI-0400,SynthetikCore,United States,Los Angeles,2018,Bootstrapped,0.0,1,51318.58018610449,75903.49273007717,127881.6975878213,0.6847933209422324,Computer Vision,Open-source,Edge,False,10.0,49.1418063025591,2,3.9,3268,2,22.4,0.031,1.699,5676.872199183539,,72.9,SMB,67.1,38
AI-0401,AISync,United States,Boston,2025,Seed,524999.0614902282,2,1680672.3907951917,157499.71844706844,245514.2766221937,0.558823590562193,AI Agents,API-first,On-premise,True,12.0,67.55913053342371,2,11.2,15428,4,43.2,0.31,1.729,13104.35775525186,30.7,64.7,Enterprise,33.2,55
AI-0402,AILink,United Kingdom,Manchester,2025,Series B,48712738.119069375,5,302402192.1700117,10348105.899056308,15773469.952387016,0.5242857104724328,Data/MLOps,SaaS,Cloud,False,217.0,82.53822728367103,3,15.6,1785323,211,49.4,0.039,1.801,225560.84637465756,48.0,63.1,Both,23.3,133
AI-0403,AIHub,United Kingdom,London,2017,Series D+,305133326.8901984,6,2000000000.0,36602494.687289536,60141505.05201631,0.6430985255466988,Decision/MLOps,SaaS,Cloud,True,1979.0,30.113758337489454,2,10.0,2358062,5753,36.3,0.096,2.155,415494.35800864606,48.0,84.8,Developer/Individual,38.8,57
AI-0404,AISync,United States,Los Angeles,2025,Series D+,215254972.04684597,5,1392131718.606025,55569318.41396755,123615722.60258777,1.2245319203252367,Speech/Audio,API-first,Cloud,False,2664.0,77.40410663478804,2,3.1,904493,1746,46.4,0.061,1.584,1287061.376535335,48.0,,SMB,53.7,13
AI-0405,AIMesh,United States,Seattle,2025,Series A,8039167.144719544,2,103814606.23598413,2411750.143415863,,0.408523395312452,Speech/Audio,Hybrid,Hybrid,False,82.0,49.49116877047731,2,4.4,194954,80,42.1,0.021,1.537,73458.38447866931,48.0,66.9,Developer/Individual,49.6,66
AI-0406,AISync,Canada,Ottawa,2022,Series A,3607922.129072613,4,19301466.95838157,1082376.6387217839,1431787.331959531,0.3228180290830908,NLP/LLM,API-first,Hybrid,False,107.0,56.82541396470972,2,4.0,36611,792,74.0,0.039,1.687,,48.0,45.8,Enterprise,133.7,97
AI-0407,AILink,Germany,Munich,2023,Seed,667515.4462939515,1,2340363.0503785037,200254.63388818543,550300.1033729932,1.748001844892437,AI Agents,SaaS,Cloud,False,14.0,52.235395529788015,1,10.0,6242,6,57.0,0.084,1.846,5000.0,48.0,74.0,Enterprise,13.7,37
AI-0408,AIStack,United States,Austin,2025,Series B,24201393.4173062,3,318566823.9235101,7260418.025191859,11013244.793214384,0.5168885255643879,Decision/MLOps,API-first,Hybrid,False,486.0,37.52749128867822,3,3.1,1601111,286,78.6,0.054,2.071,122049.3059768978,48.0,61.7,Enterprise,36.9,91
AI-0409,AIGen,United States,San Francisco,2025,Bootstrapped,0.0,1,79468.95457465453,56743.23184189039,101791.68162405504,0.7938999651568643,Decision/MLOps,API-first,Edge,False,27.0,57.47033239807689,2,13.2,1106,1,23.1,0.165,1.918,13235.563701753845,,62.0,Both,8.0,25
AI-0410,AIWare,Australia,Melbourne,2025,Seed,1386028.685775076,2,18918825.78021566,45619.45214233921,64595.03866526567,0.41595384494579013,AI Agents,Platform,Hybrid,False,27.0,62.57362486060088,4,6.5,270,1,53.3,0.109,2.331,9648.020195958168,48.0,75.2,Enterprise,37.9,53
AI-0411,AIScope,United Kingdom,Cambridge,2024,Series A,4560289.373200243,2,28476260.11754274,767799.4814780918,892876.847502144,0.16290368649802378,Data/MLOps,API-first,Hybrid,True,18.0,45.83507637264226,2,8.5,47126,245,40.2,0.034,2.5,55100.90981921313,48.0,60.5,SMB,30.5,80
AI-0412,AIGrid,France,Grenoble,2023,Seed,789766.1395835325,1,12925719.889567478,59862.85099183367,87762.10559046161,0.4660528881665503,Computer Vision,Open-source,Cloud,False,13.0,23.450598223858787,3,5.4,8650,2,48.9,0.239,1.977,9711.423019730051,48.0,62.2,Developer/Individual,67.0,35
AI-0413,AIMesh,United Kingdom,London,2025,Bootstrapped,0.0,1,13394.45521421432,18289.401234363504,30567.86290479005,0.6713430097075485,Computer Vision,Platform,Cloud,False,5.0,57.2005117343128,2,7.9,125,0,31.2,0.042,2.23,9426.134829105597,,73.8,Developer/Individual,68.0,10
AI-0414,AIWare,United States,San Francisco,2025,Series B,51386298.54311444,5,328896558.6702006,4555072.720888915,6553088.00876207,0.4386352118398773,Data/MLOps,Platform,Edge,False,293.0,72.90860605208805,2,4.6,456707,142,21.7,0.025,2.061,124968.6167219101,48.0,81.8,Developer/Individual,46.6,36
AI-0415,AIHub,United States,Chicago,2017,Seed,2000000.0,2,18119358.519274246,109015.57080655028,114201.67448685999,0.04757213709876841,Decision/MLOps,API-first,On-premise,False,24.0,53.427569979292,2,7.3,2291,3,19.7,0.073,1.867,16634.340137710267,48.0,65.0,Both,58.2,15
AI-0416,AIFlow,United States,Chicago,2025,Bootstrapped,0.0,1,17481.500980721135,12520.766505390904,31311.780139961636,1.5007878013283078,AI Agents,API-first,Hybrid,False,9.0,46.44819413549304,2,5.3,3104,1,62.2,0.066,1.817,6920.606647714625,,88.4,Enterprise,14.1,56
AI-0417,AILink,Singapore,Singapore,2020,Bootstrapped,0.0,0,6251.230447454778,7284.643827709486,9111.880267529306,0.25083401234653924,NLP/LLM,Platform,Cloud,False,5.0,67.44837552487715,2,13.7,512,0,30.9,0.074,2.061,14722.48985293878,,,Enterprise,147.8,44
AI-0418,AIFlow,Israel,Herzliya,2017,Seed,517646.3898937941,1,7137713.356251371,29631.718311759443,46379.99048297833,0.5652143421116517,Computer Vision,API-first,On-premise,False,13.0,51.51442251807427,2,13.7,1005,1,46.9,0.026,1.894,14562.206512037941,32.6,62.9,Enterprise,67.4,63
AI-0419,AIEdge,United States,Austin,2023,Seed,857988.351040731,2,7653648.466945572,257396.50531221926,367803.4315577322,0.4289371610216327,Computer Vision,Platform,Hybrid,False,13.0,49.03272651214693,2,6.4,1263,17,2.3,0.048,1.865,7200.084561415612,48.0,52.8,SMB,43.2,14
AI-0420,AIHub,Sweden,Stockholm,2023,Series B,11762298.425619539,3,79497218.30981164,3528689.5276858616,12339355.909771677,2.49686641824335,Computer Vision,SaaS,Hybrid,False,215.0,52.33254681039338,2,8.9,94744,197,28.3,0.224,1.746,169664.94468783072,48.0,64.0,Developer/Individual,52.3,21
AI-0421,AIEdge,United States,Los Angeles,2025,Seed,794220.6054407154,2,10834729.367765488,131683.89018300717,185534.78409905627,0.40894063686309723,AI Agents,API-first,Hybrid,False,19.0,49.02833999190873,2,8.4,10908,4,45.6,0.147,2.5,16379.669158568497,44.2,58.5,SMB,14.7,52
AI-0422,AILink,Australia,Brisbane,2025,Series B,21624427.95911925,5,206448352.68475708,720675.5312987169,715990.2397344238,-0.006501249675911522,Speech/Audio,Platform,Edge,False,71.0,53.09920300632044,2,7.9,154239,41,30.0,0.033,1.964,37510.566206061914,48.0,58.1,SMB,19.5,33
AI-0423,AIMesh,Australia,Canberra,2025,Seed,1495368.9009830477,2,11005321.616230149,51919.7367550904,84801.41417056725,0.6333174910069823,Data/MLOps,Platform,Cloud,False,2.0,59.80043639042886,2,17.6,331,1,27.5,0.047,1.847,15815.018910774757,48.0,67.0,Enterprise,11.8,36
AI-0424,AIGrid,United States,Boston,2025,Series A,3337782.4566695318,3,23697598.180986937,1001334.7370008595,1238553.0815511127,0.23690214249508204,Computer Vision,Platform,Cloud,True,31.0,72.68316422856269,3,11.4,97923,66,54.4,0.13,2.208,64060.894735110414,46.7,66.6,SMB,62.0,82
AI-0425,AILink,United States,Seattle,2024,Series B,12986161.711820194,2,79842296.19788061,3895848.513546058,8546195.376380755,1.1936672708564542,NLP/LLM,Platform,On-premise,False,117.0,22.251197503316575,2,8.5,33852,1613,35.9,0.176,2.17,148505.42165526657,48.0,64.3,Developer/Individual,120.9,51
AI-0426,AIStack,United Kingdom,Cambridge,2025,Series A,12835654.848108679,3,144571122.34564644,624356.9250323838,1291564.1566777101,1.068631106495247,NLP/LLM,API-first,Cloud,False,31.0,47.84440193467331,2,3.3,20859,15,45.0,0.032,1.788,6383.98950269181,48.0,77.4,Developer/Individual,126.6,29
AI-0427,AISync,Israel,Haifa,2025,Series A,4371881.0571983,2,50174681.110934265,1248664.038907888,2454252.8940730314,0.9655029836685138,NLP/LLM,Hybrid,Edge,False,111.0,75.65588057599064,2,4.8,75906,400,38.2,0.093,1.605,10597.644231433738,48.0,65.8,SMB,122.1,19
AI-0428,AINest,Germany,Cologne,2025,Series C,88300185.24018024,6,1228318032.4559667,14182408.982218955,15673875.315825982,0.10516311689198483,Decision/MLOps,SaaS,Cloud,False,842.0,49.090931775064234,4,4.7,448024,291,55.8,0.066,1.793,411094.3769884562,48.0,83.4,Both,31.1,26
AI-0429,CortexIntelligence,Sweden,Malmo,2025,Seed,927167.2882811438,2,8495148.31278516,248175.4942605386,511648.55410126556,1.061640113282614,NLP/LLM,SaaS,On-premise,False,32.0,71.64572573426035,2,5.9,10173,8,13.6,0.073,1.588,21693.32083834314,33.6,75.9,Enterprise,181.6,62
AI-0430,AIScope,India,Mumbai,2025,Series A,4047509.1131289597,2,22781690.610834472,776828.2466104889,2480121.189376397,2.1926248822668777,Computer Vision,SaaS,On-premise,False,154.0,57.862745348351716,3,10.8,86016,34,62.5,0.146,2.271,9313.470362268903,48.0,66.6,Developer/Individual,38.8,86
AI-0431,CogniDynamics,United States,Los Angeles,2020,Series C,53995524.261407584,4,470727009.8597618,14377200.137787508,19080732.3551069,0.32715216956305204,AI Infrastructure,Platform,Hybrid,False,735.0,75.80366072937696,4,7.5,691562,390,52.3,0.092,1.442,419248.14799798303,48.0,59.1,SMB,81.3,15
AI-0432,AIWare,United States,New York,2025,Bootstrapped,0.0,0,7298.37917360367,13419.413342353844,20694.59418260049,0.5421385163899077,NLP/LLM,SaaS,Hybrid,False,7.0,59.37187611413099,2,8.9,198,0,49.7,0.085,1.896,20005.198884872883,,70.3,SMB,141.7,19
AI-0433,AIGen,India,Hyderabad,2025,Bootstrapped,0.0,1,5788.518692230568,36613.057967768254,57226.15246566966,0.5629984394105465,NLP/LLM,SaaS,Cloud,False,17.0,72.68601750000683,2,3.2,616,2,52.6,0.058,1.818,5419.5042404813785,,87.0,SMB,164.6,403
AI-0434,AIEdge,United States,Chicago,2025,Seed,1405385.0062348095,2,21014523.149060477,139524.66157272775,174906.21380194413,0.25358636839103627,Decision/MLOps,API-first,Cloud,False,6.0,59.73991961977155,3,3.2,9725,12,20.4,0.051,1.836,9037.18258069273,48.0,87.9,Both,45.1,85
AI-0435,FluxIntelligence,France,Grenoble,2022,Series A,8417353.886916177,2,112271762.82819776,317127.14256571716,484213.4535361952,0.5268748351801937,AI Infrastructure,Platform,On-premise,True,29.0,71.74316871198002,2,13.6,84140,7,45.6,0.125,2.179,13098.33640018321,48.0,57.7,Developer/Individual,70.0,18
AI-0436,AIEdge,United States,San Francisco,2025,Seed,793749.5615181718,1,9222767.204580422,136407.42510281038,215127.64598978232,0.5770963041611588,AI Agents,Platform,On-premise,False,12.0,81.25460791501693,4,3.9,7491,3,48.1,0.217,1.999,5000.0,48.0,80.1,Developer/Individual,47.2,89
AI-0437,CogniVision,United States,Boston,2025,Seed,747112.5291768018,2,5458290.913060421,116123.56320350476,156215.8843888658,0.34525569212081325,Decision/MLOps,Platform,Cloud,False,4.0,65.25831284113119,2,9.3,595,2,27.1,0.022,1.531,21047.223409487353,35.3,61.3,SMB,54.8,16
AI-0438,AISync,United States,Boston,2023,Series A,7029143.839135105,3,81290861.77337612,1729295.5541531756,1772963.07924115,0.025251626295516805,Data/MLOps,Open-source,On-premise,False,181.0,69.25800089811636,4,6.2,135143,92,54.0,0.072,2.349,50257.17518209515,48.0,64.6,SMB,45.2,20
AI-0439,AptTechnologies,India,Hyderabad,2025,Series A,7263480.162372209,2,38958095.1798864,744526.9405550294,,1.284626314771014,NLP/LLM,Hybrid,Cloud,False,104.0,45.891602013868045,3,4.7,12279,25,40.6,0.087,1.661,18742.07428888546,48.0,84.8,Enterprise,228.4,11
AI-0440,AISync,United States,Seattle,2023,Seed,1502949.0476962256,1,5347033.121669441,,72834.0918493724,0.5875092719272802,Computer Vision,SaaS,Hybrid,False,14.0,55.03241727921656,2,8.8,3893,1,66.1,0.047,1.577,5000.0,48.0,65.6,Both,61.9,59
AI-0441,AIFlow,France,Paris,2024,Seed,791700.9023088954,2,6701776.271622511,69675.89236495536,144903.22541704468,1.0796752003986696,AI Agents,Hybrid,Cloud,False,5.0,35.6055757435002,2,16.4,1976,3,53.9,0.027,1.956,11309.536922909927,48.0,67.6,Enterprise,14.9,10
AI-0442,AISync,United Kingdom,Oxford,2025,Series A,7487611.413979603,3,45858433.350475825,2246283.424193881,4164239.743098446,0.8538354057404212,AI Agents,Platform,Cloud,False,546.0,62.66359090078173,2,4.2,182183,57,53.6,0.035,1.424,34501.17532737763,48.0,75.3,Developer/Individual,26.4,32
AI-0443,AIHub,France,Nice,2025,Series C,114561985.23327048,5,2000000000.0,13203248.924500588,10562599.13960047,-0.2,Decision/MLOps,SaaS,Cloud,False,1346.0,67.4585746338939,2,4.7,1004255,281,30.0,0.118,2.282,608717.7380359622,48.0,68.8,Developer/Individual,11.9,73
AI-0444,AIEdge,Canada,Waterloo,2025,Series A,8668077.84395742,3,144868703.08767995,1828504.0623082903,3358516.987622469,0.8367566454201374,Speech/Audio,SaaS,Hybrid,False,158.0,37.936026204007334,1,4.4,59389,181,70.4,0.04,1.505,59084.0177476772,48.0,74.6,Both,34.1,33
AI-0445,AIGrid,United States,Chicago,2025,Series B,51611040.74617753,4,270224193.60746765,1757803.5304296599,3565248.005547375,1.0282403259685804,NLP/LLM,Hybrid,Hybrid,False,179.0,81.43569636763209,3,7.1,25856,48,42.9,0.061,1.824,21080.25677164594,48.0,,SMB,229.5,35
AI-0446,AIScope,France,Nice,2023,Seed,794980.3030772755,1,8313664.446139543,137267.31485754487,209089.78068753888,0.5232306460174507,Computer Vision,API-first,Hybrid,False,18.0,49.28006842508225,2,8.2,4245,4,36.9,0.021,1.767,5396.0787113012875,48.0,82.4,Developer/Individual,73.0,58
AI-0447,AINest,United States,Los Angeles,2021,Seed,602855.8489497273,2,1659710.6687383228,29326.25298811859,94532.54661636057,2.223478521264208,NLP/LLM,Platform,Cloud,False,5.0,69.70583762300545,3,5.6,560,1,57.9,0.035,2.198,9604.143533036826,46.6,65.4,Both,202.8,42
AI-0448,AIScope,United Kingdom,Cambridge,2018,Series A,5016728.146728273,3,43923340.54718441,846206.9596155711,1845296.5863780715,1.1806681750955856,NLP/LLM,API-first,Cloud,False,66.0,50.73006041702568,2,4.0,142961,17,29.9,0.156,2.153,32541.108208942518,48.0,90.9,Developer/Individual,141.6,62
AI-0449,AIWare,United States,Chicago,2022,Series B,34442427.67010504,4,297739156.6091253,2565203.806012956,5144227.332276317,1.0053873771035315,AI Infrastructure,Open-source,Cloud,True,212.0,51.49067394736538,2,4.6,187701,59,70.6,0.08,1.627,102362.52744204669,48.0,73.1,SMB,76.9,48
AI-0450,AIWare,France,Nice,2025,Series A,5684304.602134224,4,25564548.45364087,381845.4204477548,439138.8739954171,0.15004357910192972,NLP/LLM,Platform,On-premise,False,26.0,15.0,2,8.5,12622,8,87.5,0.028,2.323,5000.0,48.0,72.6,Developer/Individual,133.1,28
AI-0451,AILink,Switzerland,Lausanne,2025,Series B,60000000.0,4,481494889.0931668,2139344.599099937,4713279.699430935,1.203141888134292,Computer Vision,Open-source,Edge,False,67.0,55.15437565599486,4,11.6,27447,77,11.4,0.027,1.597,43965.53142630737,48.0,71.6,Enterprise,39.2,31
AI-0452,AIHub,Germany,Hamburg,2021,Series D+,201262863.6815834,6,934915021.8925655,43979497.878891066,72516050.58949055,0.6488603573688421,Data/MLOps,SaaS,On-premise,False,2554.0,38.81659587583833,2,5.8,8629858,3700,76.5,0.223,1.846,555044.4276871113,48.0,82.2,Enterprise,16.0,33
AI-0453,AIHub,Germany,Cologne,2020,Bootstrapped,0.0,0,9952.696429311822,4372.4785010903215,,0.01879328647982939,Computer Vision,Platform,Cloud,True,10.0,66.70468210460358,2,4.1,3467,0,44.1,0.057,1.934,18373.692901451657,,64.3,Both,51.2,22
AI-0454,AIWare,France,Lyon,2025,Bootstrapped,0.0,1,19886.3965538489,6323.930660411922,11134.983827802609,0.7607694368801492,NLP/LLM,Platform,On-premise,False,5.0,43.41909862890822,2,7.4,42,0,21.5,0.136,2.104,9369.982283162768,,67.6,Both,126.5,24
AI-0455,AIFlow,United States,Palo Alto,2023,Bootstrapped,0.0,1,56947.46980513114,21555.595840520964,,0.001991353062586715,AI Infrastructure,SaaS,Cloud,False,13.0,45.750131064907634,2,7.1,1338,1,15.7,0.066,2.252,6502.486558112584,,82.0,SMB,107.9,125
AI-0456,AIHub,Switzerland,Basel,2025,Seed,496277.41373570106,2,1705647.5389563453,24716.591985716896,47029.41340850258,0.902746682701228,AI Agents,API-first,Hybrid,False,5.0,54.87409528729444,2,12.6,917,2,0.0,0.031,1.878,24517.8729318933,18.0,66.4,Enterprise,16.7,11
AI-0457,AIEdge,United States,Los Angeles,2025,Bootstrapped,0.0,0,15261.101663543126,,8860.241753061064,0.49652035922140203,Computer Vision,SaaS,Hybrid,False,5.0,68.36560405301475,2,4.3,256,0,19.0,0.08,1.55,15128.132690520642,,74.2,Enterprise,74.5,28
AI-0458,AIMesh,South Korea,Seoul,2024,Series C,94007772.81102146,6,545048670.0659511,28202331.843306437,38273595.43873862,0.35710747789894204,AI Agents,Open-source,Cloud,False,422.0,57.30551506850515,3,9.8,976761,1593,45.9,0.028,1.748,655160.2810245489,48.0,73.1,SMB,50.1,11
AI-0459,AIStack,India,Mumbai,2023,Bootstrapped,0.0,1,12539.02322539295,70296.25911474628,124076.65393868517,0.7650534395600178,Computer Vision,API-first,Hybrid,False,11.0,49.29456776443766,4,7.4,3849,14,24.1,0.179,1.601,7137.259127822976,,67.5,Both,58.5,88
AI-0460,AIWare,France,Toulouse,2025,Seed,1726787.1705532868,1,14610473.694276694,,62202.23997334471,0.2107090816183493,AI Infrastructure,API-first,Cloud,False,2.0,63.177129300450346,4,10.3,2377,2,20.5,0.024,1.908,5000.0,48.0,67.8,SMB,119.8,25
AI-0461,AIStack,Israel,Tel Aviv,2019,Seed,532046.9954784358,2,4862512.81431684,130116.95211156056,217220.869361469,0.6694278941857374,NLP/LLM,Platform,Cloud,True,12.0,60.241360733707104,2,3.4,4994,5,24.1,0.116,1.818,8129.772131318126,48.0,88.6,Developer/Individual,229.6,46
AI-0462,AIHub,United Kingdom,Cambridge,2020,Series C,52442425.050939664,5,280098737.4621024,9148984.506426599,18519287.114574764,1.0241904554069474,Computer Vision,Platform,Cloud,False,587.0,48.51932827341187,2,10.0,30095,422,35.2,0.323,2.412,185927.64151574587,48.0,79.5,Enterprise,70.5,23
AI-0463,AINest,Canada,Waterloo,2021,Series A,5464932.575251701,3,15593791.705647556,428042.41661291535,531020.2713833319,0.2405786220563761,Speech/Audio,API-first,Hybrid,False,27.0,21.30637253718308,2,5.6,430,19,30.4,0.194,2.21,22408.10456634578,48.0,84.9,Enterprise,30.6,46
AI-0464,AINest,United States,Palo Alto,2025,Series C,57920498.530020356,5,292687782.4695194,2285710.3190542627,2649330.118016369,0.15908393812237673,AI Infrastructure,Open-source,Cloud,False,48.0,75.42862349479776,2,9.0,47468,194,26.6,0.209,2.5,25627.837148717514,48.0,57.4,Both,97.5,56
AI-0465,AISync,Canada,Ottawa,2025,Series D+,101820180.18264414,6,1521278107.7825527,30546054.054793242,59958309.8947325,0.9628823345620947,Decision/MLOps,Hybrid,Cloud,False,2745.0,46.02233810898774,3,4.1,399194,1971,61.4,0.044,2.118,893804.2106025562,48.0,79.6,Both,33.6,28
